Pin,Domain,Register,Field,Size,Base,StringData,Equation,ItuffToken,ItuffDescriptor,StorageToken
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC0,VCCAGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1P,,-
CPU_TDO,CORE1P,ADC1,VCCDGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1P,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC0,VCCAGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE1S,,-
CPU_TDO,CORE1S,ADC1,VCCDGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE1S,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC0,VCCAGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2P,,-
CPU_TDO,CORE2P,ADC1,VCCDGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2P,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC0,VCCAGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE2S,,-
CPU_TDO,CORE2S,ADC1,VCCDGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE2S,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC0,VCCAGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3P,,-
CPU_TDO,CORE3P,ADC1,VCCDGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3P,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_11,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_12,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_13,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_14,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC0,VCCAGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_CORE3S,,-
CPU_TDO,CORE3S,ADC1,VCCDGSBY2_15,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_CORE3S,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_1,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_2,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_3,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_4,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_5,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_6,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_7,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_8,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC1,VCCDGSBY2_9,10,-,-,((this/1024)*0.8*2),CPU_VCCDGSBY2_RINGPRIM,,-
CPU_TDO,RINGPRIM,ADC0,VCCAGSBY2_10,10,-,-,((this/1024)*0.8*2),CPU_VCCAGSBY2_RINGPRIM,,-
