Test Program,Module,Test Instance Name,Parent Flow,Test Template,Test Parameters,Is MTT
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::FORK_X_SAMPLE_K_BEGINCPUNOM_X_X_NOM_X_X_BBS,BEGINPRL2CPU_SubFlow,PrimeSampleRateTestMethod,"BypassPort=CLK_MAIN_CXXX::CLK_MAIN_CXXX.SampleBypass; SamplingRateValue=CLK_MAIN_CXXX::SampleRate.VNOM_BBS(""100"",""1""); ShouldFirstBeSampled=""True""; WaferSampleRateValue=""1""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::FORK_X_SAMPLE_K_BEGINCPUNOM_X_X_NOM_X_X_HVM,BEGINPRL2CPU_SubFlow,PrimeSampleRateTestMethod,"BypassPort=CLK_MAIN_CXXX::CLK_MAIN_CXXX.SampleBypass; SamplingRateValue=CLK_MAIN_CXXX::SampleRate.VNOM_HVM(""100"",""1""); ShouldFirstBeSampled=""True""; WaferSampleRateValue=""1""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::FORK_X_SAMPLE_K_BEGINCPUNOM_X_X_NOM_X_X_SDC,BEGINPRL2CPU_SubFlow,PrimeSampleRateTestMethod,"BypassPort=CLK_MAIN_CXXX::CLK_MAIN_CXXX.SampleBypass; SamplingRateValue=CLK_MAIN_CXXX::SampleRate.VNOM_SDC(""100"",""1""); ShouldFirstBeSampled=""True""; WaferSampleRateValue=""1""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::FVCURVE_PLL_CMEM_E_BEGINCPUNOM_TAP_X_NOM_X_40_SDC,BEGINPRL2CPU_SubFlow,CsioCmemTC,"BypassPort=__shared__::TpRule.If_PHM(1,-1); CtvCapturePins=""CPU_TDO""; EdcEnable=CLK_MAIN_CXXX::CLK_MAIN_CXXX.NOM_DATA; FunctionCall=""Ljpll_4p0_FvCurve""; IpConfigurationFile=""./InputFiles/clk.cpu.ip_map.CLASS_NVL_S16C.json""; KillDecode=""DISABLED""; LevelsTc=""CLK_MAIN_CXXX::cpu_clk_override_distnom_sharednom_lvl""; LimitsConfigurationFile=""./InputFiles/clk.nvlcpu_n48t0.limits.csv""; Patlist=""clk_cpu_x_fvcurve_list""; PlistConfigSet=""clk_cpu_x_fvcurve_list""; PlistConfigurationFile=GetEnvironmentVariable(""CLK_MAIN_CX48__PATMODIFY_PATH"") + ""/clk_cpu_x_fvcurve_list.plist.json""; PreInstance=""ReadSpecSet(--levels CLK_MAIN_CXXX::cpu_clk_override_distnom_sharednom_lvl --name p_vnnaon_spec --gsds G.U.D.clk_cpu_vnnaon --print)""; PrePlist=""VoltageConverter(--fivrcondition NOM --dlvrpins VCCIA --overrides CCF:0.675,CORE0:0.675,CORE1:0.675,ATOM0:0.675,ATOM1:0.675)""; TimingsTc=""CPU_IP_BASE::cpu_fun_timing_mts100_tstprtclk50_tck100""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LL_X_HRY_E_BEGINCPUPKG_X_VCCIA_X_X_X_ALL_PRESCREEN,BEGINPRL2CPU_SubFlow,PrimeMbistTestMethod,"BisrMode=""""; BypassPort=ARR_CORE_CXX_Rules.QA_HOT_Default(1,-1,1); DffOperation=""""; FailCaptureCount=10000000; LevelsTc=""IPC::CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_nom""; LookupTableConfigurationFile=ARR_CORE_CXX_Specs.HRY_Rules; MappingConfigurationFile=ARR_CORE_CXX_Specs.dffmapRules; MbistTestMode=""Hry""; Patlist=""IPC::arr_cdie_begincpupkg_mbist_core_all_xsa_all_bhry_x_class_tap_list""; PreInstance=""Call(ExecutePatConfigSetPoint(MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_F1_FREQ + ""GHz))""; PrePlist=ARR_CORE_CXX_Rules.TPRules(ARR_CORE_CXX_Specs.nom_PrePlist_others,ARR_CORE_CXX_Specs.nom_PrePlist_others,ARR_CORE_CXX_Specs.nom_PrePlist_others,ARR_CORE_CXX_Specs.nom_PrePlist_48,ARR_CORE_CXX_Specs.nom_PrePlist_48,ARR_CORE_CXX_Specs.nom_PrePlist_48,ARR_CORE_CXX_Specs.nom_PrePlist_others,ARR_CORE_CXX_Specs.nom_PrePlist_others); PrintToItuff=""hry""; RecoveryConfigurationFile=ARR_CORE_CXX_Specs.CORE_PMTM_RecoveryConfigurationFile; RecoveryModeDownbin=ARR_CORE_CXX_Specs.CORE_PMTM_RecoveryModeDownbin; TimingsTc=ARR_CORE_CXX_Specs.timingRulesPMTM",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LOCK_X_CMEM_K_BEGINCPUNOM_TAP_X_NOM_X_38_HVM,BEGINPRL2CPU_SubFlow,CsioCmemTC,"BypassPort=__shared__::TpRule.If_PHM(1,-1); CtvCapturePins=""CPU_TDO""; EdcEnable=CLK_MAIN_CXXX::CLK_MAIN_CXXX.NOM_DATA; FunctionCall=""Ljpll_4p0_Lock""; IpConfigurationFile=""./InputFiles/clk.cpu.ip_map.CLASS_NVL_S16C.json""; KillDecode=""ENABLED""; LevelsTc=""CLK_MAIN_CXXX::cpu_clk_override_distnom_sharednom_lvl""; LimitsConfigurationFile=""./InputFiles/clk.nvlcpu_n48t0.limits.csv""; Patlist=""clk_cpu_x_lock38_list""; PlistConfigSet=""clk_cpu_x_lock38_list""; PlistConfigurationFile=GetEnvironmentVariable(""CLK_MAIN_CX48__PATMODIFY_PATH"") + ""/clk_cpu_x_lock38_list.plist.json""; PrePlist=""VoltageConverter(--fivrcondition NOM --dlvrpins VCCIA --overrides CCF:0.675,CORE0:0.675,CORE1:0.675,ATOM0:0.675,ATOM1:0.675)""; TimingsTc=""CPU_IP_BASE::cpu_fun_timing_mts96_tstprtclk48_tck96_hvmclk96""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LOCK_X_CMEM_K_BEGINCPUNOM_TAP_X_NOM_X_40_HVM,BEGINPRL2CPU_SubFlow,CsioCmemTC,"BypassPort=__shared__::TpRule.If_PHM(1,-1); CtvCapturePins=""CPU_TDO""; EdcEnable=CLK_MAIN_CXXX::CLK_MAIN_CXXX.NOM_DATA; FunctionCall=""Ljpll_4p0_Lock""; IpConfigurationFile=""./InputFiles/clk.cpu.ip_map.CLASS_NVL_S16C.json""; KillDecode=""ENABLED""; LevelsTc=""CLK_MAIN_CXXX::cpu_clk_override_distnom_sharednom_lvl""; LimitsConfigurationFile=""./InputFiles/clk.nvlcpu_n48t0.limits.csv""; Patlist=""clk_cpu_x_lock40_list""; PlistConfigSet=""clk_cpu_x_lock40_list""; PlistConfigurationFile=GetEnvironmentVariable(""CLK_MAIN_CX48__PATMODIFY_PATH"") + ""/clk_cpu_x_lock40_list.plist.json""; PrePlist=""VoltageConverter(--fivrcondition NOM --dlvrpins VCCIA --overrides CCF:0.675,CORE0:0.675,CORE1:0.675,ATOM0:0.675,ATOM1:0.675)""; TimingsTc=""CPU_IP_BASE::cpu_fun_timing_mts100_tstprtclk50_tck100""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_AUX_E_BEGINCPUNOM_X_X_VMAX_X_SET_VMAXREP_FLAG_RF_ALL,BEGINPRL2CPU_SubFlow,AuxiliaryTC,"BypassPort=-1; DataType=""String""; Expression=""1""; ResultToken=""G.I.S.DefectRepair""; Storage=""SharedStorage""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_AUX_E_BEGINCPUNOM_X_X_VMIN_X_SET_VMINREP_FLAG_RF_ALL,BEGINPRL2CPU_SubFlow,AuxiliaryTC,"BypassPort=-1; DataType=""String""; Expression=""1""; ResultToken=""G.I.S.VminRepair""; Storage=""SharedStorage""",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_C6_M0_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_C6S_ALL_SCBD_0_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2C6MAXM0""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_c6s_f1_m0_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_C6_M1_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_C6S_ALL_SCBD_1_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2C6MAXM1""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_c6s_f1_m1_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_C6_M2_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=__shared__::TpRule.If_48(1,ARR_ATOM_CXX.L2_C6S_ALL_SCBD_2_0_0_0); FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2C6MAXM2""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_c6s_f1_m2_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_C6_M3_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=__shared__::TpRule.If_48(1,ARR_ATOM_CXX.L2_C6S_ALL_SCBD_3_0_0_0); FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2C6MAXM3""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_c6s_f1_m3_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_LRU_M0_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_LRU_ALL_SCBD_0_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2LRUMAXM0""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_lru_f1_m0_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_LRU_M1_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_LRU_ALL_SCBD_1_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2LRUMAXM1""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_lru_f1_m1_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_LRU_M2_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=__shared__::TpRule.If_48(1,ARR_ATOM_CXX.L2_LRU_ALL_SCBD_2_0_0_0); FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2LRUMAXM2""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_lru_f1_m2_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_LRU_M3_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=__shared__::TpRule.If_48(1,ARR_ATOM_CXX.L2_LRU_ALL_SCBD_3_0_0_0); FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2LRUMAXM3""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_lru_f1_m3_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_STATE_M0_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_STATE_SCBD_0_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2STATEMAXM0""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_state_f1_m0_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_STATE_M1_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_STATE_SCBD_1_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2STATEMAXM1""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_state_f1_m1_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_STATE_M2_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=__shared__::TpRule.If_48(1,ARR_ATOM_CXX.L2_STATE_SCBD_2_0_0_0); FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2STATEMAXM2""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_state_f1_m2_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MAX_X_L2_STATE_M3,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=__shared__::TpRule.If_48(1,ARR_ATOM_CXX.L2_STATE_SCBD_3_0_0_0); FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2STATEMAXM3""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_state_f1_m3_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_s16c,ARR_ATOM_CXX.voltageconv_12_others,ARR_ATOM_CXX.voltageconv_12_others); ReverseVectorOutput=""True""; SetPointsPostInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; SetPointsPreInstance=""MCdrv:atomfreq_0:1.2GHz,MCAarr:ratio_modify_tap:1.2GHz""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
Class_NVL_P16C,_,BEGINCPUNOM_SubFlow_BEGINPRL2CPU::LSA_ATOM_CAPPKTS_E_BEGINCPUNOM_TITO_VCCIA_MIN_X_L2_C6_M0_1,BEGINPRL2CPU_SubFlow,PrimeCaptureVectorsTestMethod,"BypassPort=ARR_ATOM_CXX.L2_C6S_ALL_SCBD_0_0_0_0; FunctionalDataToUse=""CTV""; KeyForSharedStorage=""L2C6MINM0""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; Mode=""PerPin""; Patlist=""arr_cdie_x_pbist_atom_direct_lsa_vatom_raster_l2_c6s_f1_m0_tito_class_list""; Pins=""CPU_TDO""; PrePlist=ARR_ATOM_CXX_Rules.TPRules(ARR_ATOM_CXX.voltageconv_others,ARR_ATOM_CXX.voltageconv_others,ARR_ATOM_CXX.voltageconv_others,ARR_ATOM_CXX.voltageconv_others,ARR_ATOM_CXX.voltageconv_s16c,ARR_ATOM_CXX.voltageconv_s16c,ARR_ATOM_CXX.voltageconv_others,ARR_ATOM_CXX.voltageconv_others); ReverseVectorOutput=""True""; Timeout=5000; TimingsTc=ARR_ATOM_CXX.timings_Rules_atomhry",Yes
