Pin,Domain,Pol,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU1_TDO,CORE1P,1,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE1P,2,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE1P,2,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE1P,2,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE1P,3,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE1P,3,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE1P,3,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE1P,4,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE1P,4,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE1P,4,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE1P,5,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE1P,5,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE1P,5,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE1S,0,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE1S,0,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE1S,0,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE1S,1,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE1S,1,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE1S,1,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE1S,2,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE1S,2,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE1S,2,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE1S,3,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE1S,3,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE1S,3,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE1S,4,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE1S,4,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE1S,4,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE1S,5,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE1S,5,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE1S,5,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1S_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE2P,0,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE2P,0,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE2P,0,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE2P,1,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE2P,1,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE2P,1,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE2P,2,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE2P,2,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE2P,2,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE2P,3,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE2P,3,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE2P,3,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE2P,4,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE2P,4,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE2P,4,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE2P,5,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE2P,5,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE2P,5,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2P_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE2S,0,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE2S,0,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE2S,0,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE2S,1,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE2S,1,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE2S,1,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE2S,2,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE2S,2,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE2S,2,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE2S,3,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE2S,3,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE2S,3,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE2S,4,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE2S,4,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE2S,4,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE2S,5,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE2S,5,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE2S,5,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE2S_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE3P,0,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE3P,0,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE3P,0,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE3P,1,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE3P,1,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE3P,1,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE3P,2,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE3P,2,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE3P,2,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE3P,3,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE3P,3,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE3P,3,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE3P,4,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE3P,4,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE3P,4,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE3P,5,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE3P,5,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE3P,5,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3P_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE3S,0,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE3S,0,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE3S,0,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE3S,1,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE3S,1,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE3S,1,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE3S,2,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE3S,2,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE3S,2,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE3S,3,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE3S,3,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE3S,3,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE3S,4,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE3S,4,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE3S,4,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE3S,5,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE3S,5,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE3S,5,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE3S_PT1_TRIM_CODE_5,-
CPU1_TDO,RINGPRIM,0,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_DONE_0,-
CPU1_TDO,RINGPRIM,0,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_ERR_0,-
CPU1_TDO,RINGPRIM,0,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_CODE_0,-
CPU1_TDO,RINGPRIM,1,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_DONE_1,-
CPU1_TDO,RINGPRIM,1,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_ERR_1,-
CPU1_TDO,RINGPRIM,1,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_CODE_1,-
CPU1_TDO,RINGPRIM,2,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_DONE_2,-
CPU1_TDO,RINGPRIM,2,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_ERR_2,-
