Pin,Domain,Register,Field,Size,Base,StringData,Equation,ItuffToken,ItuffDescriptor,ExitPort,StorageToken
CPU1_TDO,CORE3S,ADC1,FIELD_6,10,-,-,((this/1024)*0.8),CPU1_OTAPBIAS,,-,D:DUT.CPU1_CORE3S_OTAPBIAS
CPU1_TDO,RINGPRIM,ADC0,FIELD_1,10,-,-,((this/1024)*0.8),CPU1_VBGBY2,,-,D:DUT.CPU1_RINGPRIM_VBGBY2
CPU1_TDO,RINGPRIM,ADC1,FIELD_2,10,-,-,((this/1024)*0.8),CPU1_AMP_VINP,,-,D:DUT.CPU1_RINGPRIM_AMP_VINP
CPU1_TDO,RINGPRIM,ADC0,FIELD_3,10,-,-,((this/1024)*0.8),CPU1_PREMUX,,-,D:DUT.CPU1_RINGPRIM_PREMUX
CPU1_TDO,RINGPRIM,ADC1,FIELD_4,10,-,-,((this/1024)*0.8),CPU1_AMP_VINM,,-,D:DUT.CPU1_RINGPRIM_AMP_VINM
CPU1_TDO,RINGPRIM,ADC0,FIELD_5,10,-,-,((this/1024)*0.8),CPU1_PREMUX1,,-,D:DUT.CPU1_RINGPRIM_PREMUX
CPU1_TDO,RINGPRIM,ADC1,FIELD_6,10,-,-,((this/1024)*0.8),CPU1_OTAPBIAS,,-,D:DUT.CPU1_RINGPRIM_OTAPBIAS
CPU1_TDO,RINGSEC0,ADC0,FIELD_1,10,-,-,((this/1024)*0.8),CPU1_VBGBY2,,-,D:DUT.CPU1_RINGSEC0_VBGBY2
CPU1_TDO,RINGSEC0,ADC1,FIELD_2,10,-,-,((this/1024)*0.8),CPU1_AMP_VINP,,-,D:DUT.CPU1_RINGSEC0_AMP_VINP
CPU1_TDO,RINGSEC0,ADC0,FIELD_3,10,-,-,((this/1024)*0.8),CPU1_PREMUX,,-,D:DUT.CPU1_RINGSEC0_PREMUX
CPU1_TDO,RINGSEC0,ADC1,FIELD_4,10,-,-,((this/1024)*0.8),CPU1_AMP_VINM,,-,D:DUT.CPU1_RINGSEC0_AMP_VINM
CPU1_TDO,RINGSEC0,ADC0,FIELD_5,10,-,-,((this/1024)*0.8),CPU1_PREMUX1,,-,D:DUT.CPU1_RINGSEC0_PREMUX
CPU1_TDO,RINGSEC0,ADC1,FIELD_6,10,-,-,((this/1024)*0.8),CPU1_OTAPBIAS,,-,D:DUT.CPU1_RINGSEC0_OTAPBIAS
CPU1_TDO,RINGSEC1,ADC0,FIELD_1,10,-,-,((this/1024)*0.8),CPU1_VBGBY2,,-,D:DUT.CPU1_RINGSEC1_VBGBY2
CPU1_TDO,RINGSEC1,ADC1,FIELD_2,10,-,-,((this/1024)*0.8),CPU1_AMP_VINP,,-,D:DUT.CPU1_RINGSEC1_AMP_VINP
CPU1_TDO,RINGSEC1,ADC0,FIELD_3,10,-,-,((this/1024)*0.8),CPU1_PREMUX,,-,D:DUT.CPU1_RINGSEC1_PREMUX
CPU1_TDO,RINGSEC1,ADC1,FIELD_4,10,-,-,((this/1024)*0.8),CPU1_AMP_VINM,,-,D:DUT.CPU1_RINGSEC1_AMP_VINM
CPU1_TDO,RINGSEC1,ADC0,FIELD_5,10,-,-,((this/1024)*0.8),CPU1_PREMUX1,,-,D:DUT.CPU1_RINGSEC1_PREMUX
CPU1_TDO,RINGSEC1,ADC1,FIELD_6,10,-,-,((this/1024)*0.8),CPU1_OTAPBIAS,,-,D:DUT.CPU1_RINGSEC1_OTAPBIAS
CPU1_TDO,RINGSEC2,ADC0,FIELD_1,10,-,-,((this/1024)*0.8),CPU1_VBGBY2,,-,D:DUT.CPU1_RINGSEC2_VBGBY2
CPU1_TDO,RINGSEC2,ADC1,FIELD_2,10,-,-,((this/1024)*0.8),CPU1_AMP_VINP,,-,D:DUT.CPU1_RINGSEC2_AMP_VINP
CPU1_TDO,RINGSEC2,ADC0,FIELD_3,10,-,-,((this/1024)*0.8),CPU1_PREMUX,,-,D:DUT.CPU1_RINGSEC2_PREMUX
CPU1_TDO,RINGSEC2,ADC1,FIELD_4,10,-,-,((this/1024)*0.8),CPU1_AMP_VINM,,-,D:DUT.CPU1_RINGSEC2_AMP_VINM
CPU1_TDO,RINGSEC2,ADC0,FIELD_5,10,-,-,((this/1024)*0.8),CPU1_PREMUX1,,-,D:DUT.CPU1_RINGSEC2_PREMUX
CPU1_TDO,RINGSEC2,ADC1,FIELD_6,10,-,-,((this/1024)*0.8),CPU1_OTAPBIAS,,-,D:DUT.CPU1_RINGSEC2_OTAPBIAS
